acquisition_channel,cancel_year_month,duration_month,fiber_or_adsl,has_retention,offer,recruit_year_month,sub_offer,total_bill,churned,recruit_date,cancel_date,tenure_months,tenure_bin,monthly_revenue_rate
outgoing call - promo,2018-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,620,1,2016-01-01,2018-04-01,27.0,27,22.962962962962962
outgoing call - promo,2017-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,250,1,2016-01-01,2017-03-01,14.0,14,17.857142857142858
online,2017-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,900,1,2016-01-01,2017-04-01,15.0,15,60.0
outgoing call - promo,2018-04,15.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,440,1,2017-01-01,2018-04-01,15.0,15,29.333333333333332
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,0,2017-01-01,,60.381077529566355,60,40.07878128400436
phone,2018-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1280,1,2016-01-01,2018-07-01,30.0,30,42.666666666666664
online,2017-01,0.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-01-01,0.0,0,
phone,2018-04,27.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1120,1,2016-01-01,2018-04-01,27.0,27,41.48148148148148
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2470,0,2017-01-01,,60.381077529566355,60,40.90685527747552
phone,2018-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1040,1,2016-01-01,2018-02-01,25.0,24,41.6
outgoing call - promo,2018-10,33.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,920,1,2016-01-01,2018-10-01,33.0,33,27.87878787878788
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2420,0,2017-01-01,,60.381077529566355,60,40.07878128400436
outgoing call - promo,2020-11,46.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2210,1,2017-01-01,2020-11-01,46.0,42,48.04347826086956
phone,2018-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,640,1,2017-01-01,2018-04-01,15.0,15,42.666666666666664
outgoing call - promo,2017-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,370,1,2016-01-01,2017-03-01,14.0,14,26.428571428571427
phone,2018-10,21.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1040,1,2017-01-01,2018-10-01,21.0,21,49.523809523809526
phone,2016-12,11.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,610,1,2016-01-01,2016-12-01,11.0,11,55.45454545454545
online,2017-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,480,1,2017-01-01,2017-11-01,10.0,10,48.0
online,2018-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,610,1,2017-01-01,2018-03-01,14.0,14,43.57142857142857
phone,2018-01,12.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,530,1,2017-01-01,2018-01-01,12.0,12,44.166666666666664
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2890,0,2017-01-01,,60.381077529566355,60,47.862676822633304
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2850,0,2017-01-01,,60.381077529566355,60,47.20021762785637
online,2020-02,49.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2080,1,2016-01-01,2020-02-01,49.0,48,42.44897959183673
outgoing call - promo,2017-02,1.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2017-02-01,1.0,1,0.0
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2530,0,2017-01-01,,60.381077529566355,60,41.900544069640915
phone,2017-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,810,1,2016-01-01,2017-08-01,19.0,19,42.63157894736842
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3170,0,2016-01-01,,72.40473061760841,72,43.78166969147006
outgoing call - promo,2018-04,15.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,260,1,2017-01-01,2018-04-01,15.0,15,17.333333333333332
outgoing call - promo,2018-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,940,1,2016-01-01,2018-07-01,30.0,30,31.333333333333332
outgoing call - promo,2019-09,32.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,900,1,2017-01-01,2019-09-01,32.0,30,28.125
online,2016-02,1.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-02-01,1.0,1,0.0
outgoing call - promo,2017-08,7.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,140,1,2017-01-01,2017-08-01,7.0,7,20.0
online,2017-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,800,1,2016-01-01,2017-08-01,19.0,19,42.10526315789474
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2430,0,2017-01-01,,60.381077529566355,60,40.244396082698586
online,2017-06,17.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,500,1,2016-01-01,2017-06-01,17.0,17,29.41176470588235
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2900,0,2016-01-01,,72.40473061760841,72,40.05263157894737
online,2018-07,30.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1340,1,2016-01-01,2018-07-01,30.0,30,44.666666666666664
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,0,2017-01-01,,60.381077529566355,60,39.91316648531012
online,2016-02,1.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-02-01,1.0,1,0.0
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2410,0,2017-01-01,,60.381077529566355,60,39.91316648531012
outgoing call - promo,,,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1810,0,2017-01-01,,60.381077529566355,60,29.97627856365615
outgoing call - promo,,,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2460,0,2017-01-01,,60.381077529566355,60,40.741240478781286
phone,2020-01,48.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2660,1,2016-01-01,2020-01-01,48.0,48,55.416666666666664
outgoing call - promo,2021-11,58.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2590,1,2017-01-01,2021-11-01,58.0,54,44.6551724137931
online,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2890,0,2016-01-01,,72.40473061760841,72,39.91451905626134
online,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,400,1,2016-01-01,2016-09-01,8.0,8,50.0
phone,2018-04,27.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1070,1,2016-01-01,2018-04-01,27.0,27,39.629629629629626
phone,2018-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1090,1,2017-01-01,2018-08-01,19.0,19,57.36842105263158
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2030,0,2017-01-01,,60.381077529566355,60,33.619804134929275
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4570,0,2017-01-01,,60.381077529566355,60,75.68596300326442
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2520,0,2017-01-01,,60.381077529566355,60,41.73492927094669
phone,2021-08,67.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3530,1,2016-01-01,2021-08-01,67.0,66,52.6865671641791
outgoing call - promo,2016-07,6.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2016-01-01,2016-07-01,6.0,6,0.0
pos,2019-09,44.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2080,1,2016-01-01,2019-09-01,44.0,42,47.27272727272727
phone,2018-10,21.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,900,1,2017-01-01,2018-10-01,21.0,21,42.857142857142854
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,3180,0,2016-01-01,,72.40473061760841,72,43.91978221415608
online,2016-11,10.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,410,1,2016-01-01,2016-11-01,10.0,10,41.0
phone,2018-09,20.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1390,1,2017-01-01,2018-09-01,20.0,20,69.5
online,2017-08,19.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,620,1,2016-01-01,2017-08-01,19.0,19,32.63157894736842
outgoing call - promo,2018-02,13.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,380,1,2017-01-01,2018-02-01,13.0,13,29.23076923076923
outgoing call - promo,2018-06,29.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1080,1,2016-01-01,2018-06-01,29.0,27,37.241379310344826
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2900,0,2016-01-01,,72.40473061760841,72,40.05263157894737
online,2018-03,26.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1000,1,2016-01-01,2018-03-01,26.0,24,38.46153846153846
online,2018-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1510,1,2016-01-01,2018-01-01,24.0,24,62.916666666666664
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2400,0,2017-01-01,,60.381077529566355,60,39.74755168661589
phone,2020-12,59.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3060,1,2016-01-01,2020-12-01,59.0,54,51.86440677966102
phone,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,5690,0,2016-01-01,,72.40473061760841,72,78.58602540834846
pos,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2890,0,2016-01-01,,72.40473061760841,72,39.91451905626134
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3320,0,2016-01-01,,72.40473061760841,72,45.85335753176044
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,4000,0,2017-01-01,,60.381077529566355,60,66.24591947769315
online,2018-09,32.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1310,1,2016-01-01,2018-09-01,32.0,30,40.9375
outgoing call - promo,2020-02,37.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1180,1,2017-01-01,2020-02-01,37.0,36,31.89189189189189
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3260,0,2017-01-01,,60.381077529566355,60,53.990424374319915
outgoing call - promo,,,fiber,True,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,2110,0,2017-01-01,,60.381077529566355,60,34.94472252448314
phone,2017-02,1.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-02-01,1.0,1,0.0
online,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
phone,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,50,1,2016-01-01,2016-01-01,0.0,0,inf
phone,2017-09,20.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,820,1,2016-01-01,2017-09-01,20.0,20,41.0
online,2016-01,0.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-01-01,0.0,0,
outgoing call - promo,2017-02,13.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,160,1,2016-01-01,2017-02-01,13.0,13,12.307692307692308
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2960,0,2017-01-01,,60.381077529566355,60,49.02198041349293
online,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,100,0,2016-01-01,,72.40473061760841,72,1.381125226860254
phone,2019-03,38.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2400,1,2016-01-01,2019-03-01,38.0,36,63.1578947368421
phone,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2580,0,2016-01-01,,72.40473061760841,72,35.63303085299456
outgoing call - promo,2017-10,21.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,510,1,2016-01-01,2017-10-01,21.0,21,24.285714285714285
outgoing call - promo,2019-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1040,1,2017-01-01,2019-02-01,25.0,24,41.6
outgoing call - promo,2018-08,19.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,440,1,2017-01-01,2018-08-01,19.0,19,23.157894736842106
online,2018-04,15.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,650,1,2017-01-01,2018-04-01,15.0,15,43.333333333333336
outgoing call - promo,2017-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,270,1,2016-01-01,2017-03-01,14.0,14,19.285714285714285
outgoing call - promo,2018-06,17.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,390,1,2017-01-01,2018-06-01,17.0,17,22.941176470588236
pos,2018-06,17.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,770,1,2017-01-01,2018-06-01,17.0,17,45.294117647058826
outgoing call - promo,2018-01,12.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,170,1,2017-01-01,2018-01-01,12.0,12,14.166666666666666
phone,2016-07,6.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,160,1,2016-01-01,2016-07-01,6.0,6,26.666666666666668
online,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2910,0,2016-01-01,,72.40473061760841,72,40.19074410163339
outgoing call - promo,2021-08,55.0,fiber,True,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2130,1,2017-01-01,2021-08-01,55.0,54,38.72727272727273
online,2018-10,33.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1420,1,2016-01-01,2018-10-01,33.0,33,43.03030303030303
phone,2019-10,45.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2610,1,2016-01-01,2019-10-01,45.0,42,58.0
outgoing call - promo,2017-04,15.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,540,1,2016-01-01,2017-04-01,15.0,15,36.0
phone,2020-06,41.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1920,1,2017-01-01,2020-06-01,41.0,36,46.829268292682926
phone,2020-08,55.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2350,1,2016-01-01,2020-08-01,55.0,54,42.72727272727273
phone,2019-01,24.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1000,1,2017-01-01,2019-01-01,24.0,24,41.666666666666664
phone,2016-11,10.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,210,1,2016-01-01,2016-11-01,10.0,10,21.0
phone,2017-01,12.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,840,1,2016-01-01,2017-01-01,12.0,12,70.0
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2530,0,2016-01-01,,72.40473061760841,72,34.94246823956443
online,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2630,0,2016-01-01,,72.40473061760841,72,36.32359346642468
online,2018-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1060,1,2016-01-01,2018-02-01,25.0,24,42.4
online,2021-03,50.0,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1920,1,2017-01-01,2021-03-01,50.0,48,38.4
phone,2019-10,45.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2740,1,2016-01-01,2019-10-01,45.0,42,60.888888888888886
online,2016-09,8.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-09-01,8.0,8,0.0
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2590,0,2017-01-01,,60.381077529566355,60,42.894232861806316
phone,2019-05,28.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,1170,1,2017-01-01,2019-05-01,28.0,27,41.785714285714285
online,2018-01,12.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,490,1,2017-01-01,2018-01-01,12.0,12,40.833333333333336
online,2016-05,4.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-05-01,4.0,4,0.0
pos,2019-02,25.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,270,1,2017-01-01,2019-02-01,25.0,24,10.8
outgoing call - promo,2018-10,21.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,120,1,2017-01-01,2018-10-01,21.0,21,5.714285714285714
online,,,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2620,0,2016-01-01,,72.40473061760841,72,36.18548094373866
online,2017-01,0.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,0,1,2017-01-01,2017-01-01,0.0,0,
phone,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2590,0,2017-01-01,,60.381077529566355,60,42.894232861806316
online,2020-10,57.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2350,1,2016-01-01,2020-10-01,57.0,54,41.228070175438596
phone,2019-03,38.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1590,1,2016-01-01,2019-03-01,38.0,36,41.8421052631579
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2510,0,2017-01-01,,60.381077529566355,60,41.56931447225245
online,2017-10,9.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,200,1,2017-01-01,2017-10-01,9.0,9,22.22222222222222
outgoing call - promo,2019-08,31.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1150,1,2017-01-01,2019-08-01,31.0,30,37.096774193548384
online,2017-11,10.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,420,1,2017-01-01,2017-11-01,10.0,10,42.0
phone,2021-09,56.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,2840,1,2017-01-01,2021-09-01,56.0,54,50.714285714285715
online,2017-05,16.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,890,1,2016-01-01,2017-05-01,16.0,16,55.625
pos,,,fiber,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,4320,0,2016-01-01,,72.40473061760841,72,59.66460980036298
phone,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,3030,0,2017-01-01,,60.381077529566355,60,50.18128400435256
online,2017-03,14.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,590,1,2016-01-01,2017-03-01,14.0,14,42.142857142857146
outgoing call - promo,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2430,0,2016-01-01,,72.40473061760841,72,33.56134301270418
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3210,0,2016-01-01,,72.40473061760841,72,44.33411978221416
outgoing call - promo,2019-01,24.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,900,1,2017-01-01,2019-01-01,24.0,24,37.5
outgoing call - promo,2017-02,1.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,0,1,2017-01-01,2017-02-01,1.0,1,0.0
phone,2017-04,3.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,210,1,2017-01-01,2017-04-01,3.0,3,70.0
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3060,0,2016-01-01,,72.40473061760841,72,42.26243194192378
outgoing call - promo,2018-12,35.0,fiber,False,#8:Freebox Revolution 2999eur,2016-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1130,1,2016-01-01,2018-12-01,35.0,33,32.285714285714285
phone,,,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,2770,0,2016-01-01,,72.40473061760841,72,38.25716878402904
phone,2021-01,60.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,3650,1,2016-01-01,2021-01-01,60.0,60,60.833333333333336
online,2017-09,8.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,460,1,2017-01-01,2017-09-01,8.0,8,57.5
phone,2018-02,25.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,1440,1,2016-01-01,2018-02-01,25.0,24,57.6
outgoing call - promo,2018-03,14.0,adsl,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,230,1,2017-01-01,2018-03-01,14.0,14,16.428571428571427
phone,2016-05,4.0,adsl,False,#8:Freebox Revolution 2999eur,2016-01,8.2:Freebox Revolution 2999eur,0,1,2016-01-01,2016-05-01,4.0,4,0.0
outgoing call - promo,2020-06,41.0,fiber,False,#8:Freebox Revolution 2999eur,2017-01,8.57:Freebox Revolution 2999eur | Promo : 999eur for 1 year,1040,1,2017-01-01,2020-06-01,41.0,36,25.365853658536587
online,2018-07,18.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2017-01,11.4:Freebox Revolution with TV 3999eur,720,1,2017-01-01,2018-07-01,18.0,18,40.0
outgoing call - promo,2018-08,31.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,1060,1,2016-01-01,2018-08-01,31.0,30,34.193548387096776
online,,,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,2860,0,2016-01-01,,72.40473061760841,72,39.50018148820327
online,2016-12,11.0,adsl,False,#11:Freebox Revolution with TV 3999eur,2016-01,11.4:Freebox Revolution with TV 3999eur,440,1,2016-01-01,2016-12-01,11.0,11,40.0
